homology_id,mouse_symbol,human_symbol
48893117,CHRY:1096861-1245759(-),CHRY:13233895-13480673(-)
48893118,CHRX:18028814-18146175(+),CHRX:44873188-45112779(+)
48893119,CHRX:16751760-16778013(-),CHRX:43948776-43973395(-)
48893120,CHR14:33311164-33362711(+),CHR10:46911396-47003653(+)
48893121,CHR1:56833140-57017809(-),CHR2:199269500-199471266(-)
48893122,CHR12:11140738-11201186(-),CHR2:17877847-18361616(+)
48893123,CHR16:20408221-20424127(+),CHR3:184229585-184242329(+)
48893124,CHR2:151432469-151474513(-),CHR20:1266280-1309328(+)
48893125,CHR11:53348032-53358593(+),CHR5:132822141-132830659(-)
48893126,CHR4:31964097-32023467(+),CHR6:90513573-90587086(-)
48893127,CHR10:4970917-5501482(-),CHR6:152121687-152637801(-)
48893128,CHR7:27878894-27886719(+),CHR19:39825350-39834201(-)
48893129,CHR7:30829552-30855321(-),CHR19:34994727-35026471(+)
48893130,CHR5:110812239-110918583(-),CHR12:131949942-132080460(+)
48893131,CHR18:62457275-62629648(+),CHR5:148446042-148677235(-)
48893132,CHR6:48546630-48549723(-),CHR7:150338317-150341662(-)
48893133,CHR15:79244884-79287503(-),CHR22:38216395-38273010(-)
48893134,CHR4:129470608-129472342(-),CHR1:32247222-32248856(+)
48893135,CHR10:80707682-80735326(+),CHR19:2360238-2426261(+)
48893136,CHR17:25403535-25406636(+),CHR16:1419752-1420756(-)
48893137,CHR2:164897535-164913574(+),CHR20:46118271-46129863(+)
48893138,CHR15:89666596-89726063(-),CHR12:33374238-33439819(-)
48893139,CHR7:4928820-4947827(+),CHR19:55488404-55519099(+)
48893140,CHR14:7457704-7666183(-),CHR3:27106484-27369460(-)
48893141,CHR7:43112575-43121443(+),CHR19:51331536-51342139(-)
48893142,CHR13:32003562-32522723(-),CHR6:1623806-2245605(-)
48893143,CHR2:28499462-28511994(-),CHR9:132944000-132993434(+)
48893144,CHR17:56293509-56303881(+),CHR19:4304598-4323843(+)
48893145,CHR1:164103154-164115416(+),CHR1:169394870-169460669(-)
48893146,CHR10:60017354-60055082(-),CHR10:71964395-72013558(+)
48893147,CHR7:4787784-4792559(-),CHR19:55379244-55384292(-)
48893148,CHR11:33500781-33528959(-),CHR5:170763350-170814047(+)
48893149,CHR11:43311077-43317078(-),CHR5:160421855-160428744(+)
48893149,CHR11:43311077-43317078(-),CHR4:37960398-37961128(+)
48893149,CHR11:43311077-43317078(-),CHR8:66767329-66768034(-)
48893150,CHR18:65713301-65822514(+),CHR18:58862600-58986480(+)
48893151,CHR18:66088793-66103249(-),CHR18:59275156-59318649(-)
48893152,CHR18:66005891-66019667(+),CHR18:59219189-59230774(+)
48893153,CHR18:65831339-65884672(+),CHR18:58996611-59069338(+)
48893154,CHR3:36917253-37107182(+),CHR4:122152331-122364167(+)
48893155,CHR2:32667425-32674417(-),CHR9:127706988-127716002(+)
48893156,CHR5:9535541-9775170(-),CHR7:86643909-86864879(+)
48893157,CHR7:129193587-129237462(+),CHR10:120851305-120909524(+)
48893158,CHR5:3391485-3581008(+),CHR7:92604921-92836573(-)
48893159,CHR10:88215130-88283186(+),CHR12:101745499-101830959(-)
48893160,CHR6:34006379-34110969(+),CHR7:134127299-134276685(+)
48893161,CHR6:119547757-119825128(-),CHR12:989959-1495933(+)
48893162,CHR9:89791961-89909030(+),CHR15:78959906-79090780(-)
48893163,CHR6:70363656-70364222(-),CHR2:88885397-88886153(+)
48893165,CHR6:70675452-70676051(+),CHR2:89027171-89027731(-)
48893165,CHR6:70675452-70676051(+),CHR2:89085177-89085787(-)
48893165,CHR6:70675452-70676051(+),CHR2:89142574-89143160(-)
48893165,CHR6:70675452-70676051(+),CHR2:88978468-88979081(-)
48893165,CHR6:70675452-70676051(+),CHR2:90172802-90173414(+)
48893165,CHR6:70675452-70676051(+),CHR2:90114838-90115402(+)
48893165,CHR6:70675452-70676051(+),CHR2:90038848-90039479(+)
48893165,CHR6:70675452-70676051(+),CHR2:90234812-90235370(+)
48893165,CHR6:70675452-70676051(+),CHR2:87338511-87339035(+)
48893169,CHR7:45175754-45203653(+),CHR19:48837092-48868617(-)
48893170,CHR14:121272612-121521156(+),CHR13:98142562-98455176(+)
48893171,CHR2:181311630-181313433(-),CHR20:64047582-64049639(-)
48893173,CHR5:135093060-135094219(+),CHR7:73680918-73683453(-)
48893174,CHR15:66398061-66432952(-),CHR8:132685007-132775999(-)
48893175,CHR8:82069185-82854543(+),CHR4:142023160-142847432(-)
48893176,CHR1:134574319-134680887(+),CHR1:202590596-202710454(-)
48893177,CHR2:37322180-37333147(-),CHR9:122915566-122931512(-)
48893178,CHR17:17622948-17679649(+),CHR5:97091867-97142753(-)
48893179,CHR15:47444033-48655459(-),CHR8:112222928-113436939(-)
48893180,CHR15:38940327-38950516(+),CHR8:103371538-103382989(+)
48893181,CHR5:138170283-138178691(+),CHR7:100100794-100110345(+)
48893182,CHR8:110717069-110726435(+),CHR16:71565660-71577092(-)
48893183,CHR9:58195021-58220469(-),CHR15:73925989-73952137(+)
48893184,CHR6:16833372-16898440(-),CHR7:115935148-116159896(-)
48893185,CHR7:27355800-27374023(-),CHR19:40191426-40215575(+)
48893186,CHR6:40378309-40413069(-),CHR7:141656728-141702166(-)
48893187,CHR6:120813173-120869803(+),CHR22:17628855-17730855(+)
48893188,CHR4:120712013-120753776(+),CHR1:40620680-40692066(-)
48893189,CHR15:85419638-85466022(-),CHR22:45920366-45977162(-)
48893190,CHR15:85691173-85695898(-),CHR22:46244011-46250311(-)
48893191,CHR8:4216523-4258089(+),CHR19:7830218-7864976(+)
48893192,CHR6:140369780-140542836(+),CHR12:19129669-19376400(+)
48893193,CHR17:47239221-47321482(-),CHR6:42564029-42693505(+)
48893194,CHR8:111468461-111532556(-),CHR16:70579895-70660682(+)
48893195,CHR15:35932122-35938392(-),CHR8:99873200-99893707(-)
48893196,CHR2:155617262-155660286(+),CHR20:35226690-35276998(+)
48893197,CHR2:11176922-11306033(+),CHR10:6394097-6580646(-)
48893198,CHR5:113638199-113727786(+),CHR12:108129288-108250537(+)
48893199,CHR5:113750415-113788487(-),CHR12:108288044-108339317(-)
48893200,CHR6:126900378-126916664(-),CHR12:4538798-4560047(+)
48893201,CHR4:45105209-45108113(-),CHR9:37582646-37592604(-)
48893202,CHR5:67464298-67513485(+),CHR4:41990502-42090461(+)
48893203,CHR2:5025453-5068862(-),CHR10:13099449-13138308(+)
48893204,CHR4:116664920-116676637(+),CHR1:45329163-45340893(-)
48893205,CHR4:117070531-117109322(-),CHR1:44674692-44725591(+)
48893206,CHR4:117128660-117354249(-),CHR1:44404783-44651724(+)
48893207,CHR1:154266477-154760247(-),CHR1:181317690-181813262(+)
48893208,CHR5:66173892-66309297(-),CHR4:40423267-40630875(-)
48893209,CHR1:72323554-72342263(+),CHR2:216081866-216102783(+)
48893210,CHR5:34683182-34720985(+),CHR4:2793023-2841291(+)
48893211,CHR9:81745723-82088060(+),CHR6:77650274-77927045(+)
48893212,CHR9:88258805-88320982(-),CHR6:85504776-85594156(-)
48893213,CHR16:18038617-18053000(-),CHR22:20129456-20148007(+)
48893214,CHR7:16609242-16621226(+),CHR19:46647551-46661182(-)
48893215,CHR9:64044426-64080210(-),CHR15:66504959-66550130(+)
48893216,CHRX:72271912-72274401(+),CHRX:154886355-154888061(+)
48893216,CHRX:72271912-72274401(+),CHRX:155382095-155383801(+)
48893216,CHRX:72271912-72274401(+),CHRX:155456914-155458620(-)
48893217,CHR2:37260081-37312915(-),CHR9:122844556-122905359(-)
48893218,CHR4:134070492-134081795(+),CHR1:26037252-26046118(-)
48893219,CHR5:31295407-31296173(-),CHR2:27307400-27308445(-)
48893220,CHR7:54485246-54918633(+),CHR11:24496970-25082638(+)
48893221,CHR10:89474583-89522147(-),CHR12:100267140-100341715(+)
48893222,CHR2:119203523-119308168(-),CHR15:40978880-41116280(-)
48893223,CHR2:119156286-119166145(+),CHR15:40929340-40939073(+)
48893224,CHR19:6959841-6965019(-),CHR11:64234584-64239264(+)
48893225,CHR5:31609775-31639098(+),CHR2:27582969-27623217(+)
48893226,CHR5:31313350-31337488(-),CHR2:27325849-27356999(-)
48893227,CHR4:131948336-131988913(-),CHR1:28668229-28719353(+)
48893228,CHR8:110993609-111336885(+),CHR16:70802084-71230722(-)
48893229,CHR7:122878441-122969138(-),CHR16:24919389-25015666(-)
48893230,CHR3:101720392-101743601(-),CHR1:116111399-116138149(+)
48893231,CHR16:59473846-60425894(-),CHR3:96814581-97761532(+)
48893232,CHR19:6449370-6465246(+),CHR11:64726911-64745456(-)
48893233,CHR3:101284399-101370375(+),CHR1:116574398-116667755(-)
48893234,CHR9:49013994-49028891(+),CHR11:113687547-113706373(-)
48893235,CHR19:5790932-5808560(+),CHR11:65538559-65558930(-)
48893236,CHR13:63963054-64048116(+),CHR9:95871264-96121154(+)
48893237,CHR7:100645775-100661260(-),CHR11:73218281-73242427(+)
48893238,CHR17:26165361-26171539(-),CHR16:559814-565529(+)
48893239,CHR9:40204529-40442679(-),CHR11:123358422-123627774(+)
48893240,CHR19:4661813-4665695(-),CHR11:66856647-66860475(+)
48893241,CHR4:127062997-127130815(+),CHR1:34865436-34929650(-)
48893242,CHR11:101081941-101117268(-),CHR17:42700275-42745049(-)
48893243,CHR11:116171765-116174764(+),CHR17:76071962-76077537(+)
48893244,CHR4:43267159-43373833(+),CHR9:35406749-35483035(+)
48893245,CHR4:43381979-43427088(+),CHR9:35490111-35561898(+)
48893246,CHR5:114284748-114388822(+),CHR12:109111189-109268226(+)
48893247,CHR18:77882250-77971462(+),CHR18:45983536-46072272(-)
48893248,CHR2:28403137-28443093(+),CHR9:133097720-133149334(-)
48893249,CHR5:16139786-16579502(+),CHR7:81946444-82443956(-)
48893250,CHR1:144120407-144124862(-),CHR1:192575763-192580024(+)
48893251,CHR11:98337660-98346199(+),CHR17:39737927-39747291(+)
48893252,CHR12:111945625-111947751(-),CHR14:103940426-103942561(-)
48893253,CHR4:56810935-56865188(-),CHR9:108942569-109013522(-)
48893254,CHR13:96524767-96553719(+),CHR5:75674124-75717448(-)
48893255,CHR13:96552642-96607766(-),CHR5:75611182-75681773(+)
48893256,CHR13:96617198-96679087(-),CHR5:75510774-75609991(+)
48893257,CHR8:70902869-70929618(-),CHR19:18637025-18671721(+)
48893258,CHR7:15931145-15956005(-),CHR19:47349312-47383247(+)
48893259,CHR7:28858254-28869836(-),CHR19:38388421-38399587(+)
48893260,CHR8:122325442-122379640(-),CHR16:87406246-87493024(-)
48893261,CHR5:142976648-143098749(-),CHR7:5620047-5781696(-)
48893262,CHR11:104224055-104359687(-),CHR17:46029916-46225389(-)
48893263,CHR7:4693635-4718996(+),CHR19:55282072-55312562(+)
48893264,CHR6:125169163-125171355(+),CHR12:6491886-6493841(-)
48893265,CHR8:78939926-79120955(+),CHR4:146706617-146945882(-)
48893266,CHR8:95328569-95386905(+),CHR16:57186137-57240469(+)
48893267,CHR6:115751518-115782516(+),CHR3:12796472-12834804(+)
48893268,CHR4:106173417-106298519(+),CHR1:55066359-55215378(-)
48893269,CHR8:127149267-127152174(+),CHR1:234373456-234385080(+)
48893270,CHR16:31778490-31822105(-),CHR3:196867856-196934714(+)
48893271,CHR11:120509197-120515840(-),CHR17:81911939-81921323(-)
48893272,CHR14:26836856-27125868(+),CHR3:56727418-57079329(-)
48893273,CHR5:101980822-102217787(-),CHR4:84668765-84966690(-)
48893274,CHR2:156716071-156729161(-),CHR20:36612318-36646196(-)
48893275,CHR14:75253467-75289972(+),CHR13:46334681-46438190(-)
48893276,CHR1:167516806-167676310(+),CHR1:165201867-165356715(-)
48893277,CHR1:163942833-163977595(+),CHR1:169588849-169630193(-)
48893278,CHR1:163875773-163885246(+),CHR1:169722640-169764705(-)
48893279,CHR15:79708099-79718534(-),CHR22:38861422-38872249(-)
48893280,CHR10:87927294-87982803(-),CHR12:102120183-102197520(+)
48893281,CHR8:117983803-118186169(+),CHR16:81444808-81711762(+)
48893282,CHR8:120486815-120505155(-),CHR16:84476355-84554033(-)
48893283,CHR15:10177324-10349266(+),CHR5:35048756-35230487(-)
48893284,CHR13:117357109-117410951(+),CHR5:50396192-50443345(-)
48893285,CHR8:47633083-47866943(-),CHR4:183797692-184023530(+)
48893286,CHR4:17853072-18117479(+),CHR8:88032011-88328025(-)
48893287,CHR17:44389704-44397458(+),CHR6:46159185-46170980(-)
48893288,CHR14:63673843-63702947(+),CHR8:11421476-11475908(-)
48893289,CHR3:106592303-106643893(+),CHR1:110874957-110963965(-)
48893290,CHR8:123844113-123861921(+),CHR16:89575758-89597246(+)
48893291,CHR4:117730211-117740724(-),CHR1:43978943-43991171(+)
48893292,CHR2:162785392-162816442(+),CHR20:43489442-43550954(+)
48893293,CHR10:79656853-79666286(+),CHR19:748438-764318(+)
48893294,CHR6:3962595-3988919(-),CHR7:93885396-93890753(-)
48893295,CHR6:4076899-4086930(-),CHR7:93962762-94004382(-)
48893296,CHR14:8854294-9184983(-),CHR3:63200604-63616924(+)
48893297,CHR1:23405505-23422282(-),CHR6:71288811-71309059(+)
48893298,CHR19:5778115-5779681(-),CHR11:65572349-65574198(+)
48893299,CHR2:32168828-32178087(-),CHR9:128275356-128316123(+)
48893300,CHR10:117977716-118004902(+),CHR12:68272443-68332381(-)
48893301,CHR5:29637338-29658504(+),CHR7:156949712-156973176(+)
48893302,CHR15:72372938-72418189(-),CHR8:139600838-139704109(-)
48893303,CHR2:25510079-25512017(-),CHR9:136791344-136793317(+)
48893304,CHR11:68858954-68863342(+),CHR17:8287763-8295400(-)
48893305,CHR2:164733802-164753677(-),CHR20:45948660-45972203(-)
48893306,CHR4:42916660-42944752(+),CHR9:34665607-34982544(+)
48893307,CHR14:45588534-45614608(+),CHR14:52730166-52774989(+)
48893308,CHRX:67864699-67868924(+),CHR14:52730166-52774989(+)
48893309,CHR5:146321795-146410425(+),CHR13:26539139-26688948(+)
48893310,CHR8:27613392-27618708(-),CHR8:37843268-37849861(-)
48893311,CHR3:96088543-96102499(+),CHR1:149903318-149917844(-)
48893312,CHR7:105207690-105230860(-),CHR11:6395124-6419453(-)
48893313,CHRX:168909030-169014924(-),CHRX:7147237-7804358(+)
48893314,CHR10:25044988-25175115(-),CHR6:131125627-131283535(+)
48893315,CHR1:105918136-105961804(+),CHR18:62523025-62587709(+)
48893316,CHR1:81054667-81319479(+),CHR2:225397939-225729887(+)
48893317,CHR1:86631530-86977817(+),CHR2:231961245-232344350(+)
48893319,CHR2:156038567-156151873(+),CHR20:35771974-35950370(+)
48893320,CHR11:74510431-74532342(+),CHR17:2720801-2749652(-)
48893321,CHR6:120643330-120748151(+),CHR22:17359949-17558151(+)
48893322,CHR5:21497959-21629675(-),CHR7:77122434-77329533(+)
48893323,CHR12:26492745-26506451(-),CHR2:6865557-6898239(+)
48893324,CHR12:26519203-26529836(+),CHR2:6840553-6866635(-)
48893325,CHR13:43348721-43457648(-),CHR6:13357830-13487662(-)
48893326,CHR16:32238520-32247917(+),CHR3:196291219-196318299(-)
48893327,CHR11:97400166-97466059(-),CHR17:38530031-38607025(-)
48893328,CHRX:101186426-101200697(-),CHRX:72204657-72239027(-)
48893329,CHR5:76331727-76357091(+),CHR4:55395957-55453397(+)
48893330,CHR1:11063689-11373905(+),CHR8:67952046-68237032(+)
48893331,CHR1:187995035-188697694(+),CHR1:215622891-216423448(-)
48893332,CHR10:9631291-9776823(-),CHR6:147204180-147391010(+)
48893333,CHR8:3671551-3674235(+),CHR19:7629788-7631956(+)
48893334,CHR6:119330111-119394489(-),CHR12:1688574-1788674(+)
48893335,CHR1:87404556-87501592(-),CHR2:232878701-233013256(-)
48893336,CHR10:81156937-81162076(+),CHR19:3610645-3626815(-)
48893337,CHR15:76608183-76702366(-),CHR8:144529179-144700362(-)
48893338,CHR12:70058209-70160491(-),CHR14:50719763-50831503(-)
48893339,CHR6:72281594-72291354(+),CHR2:85657307-85668741(-)
48893340,CHR4:107746982-107755000(+),CHR1:53214099-53220634(-)
48893341,CHR3:57193032-57209409(-),CHR3:149369022-149377692(-)
48893342,CHR1:191782846-191822359(-),CHR1:211258377-211316385(+)
48893343,CHR1:191729166-191776868(-),CHR1:211326615-211374946(+)
48893344,CHR5:135101754-135107120(-),CHR7:73665347-73672112(+)
48893345,CHR1:46105475-46412710(+),CHR2:195737703-196068837(-)
48893346,CHR1:46464752-46846636(+),CHR2:195737703-196068837(-)
48893347,CHR1:53436165-53745943(-),CHR2:195737703-196068837(-)
48893348,CHR12:28603754-28632522(-),CHR2:3645819-3702671(+)
48893349,CHR14:51061516-51108017(-),CHR14:20365667-20413501(-)
48893350,CHR14:56134740-56137750(-),CHR14:24439766-24442905(-)
48893351,CHR9:111268149-111318186(+),CHR3:36712421-36764553(-)
48893352,CHR3:102903056-102911230(+),CHR1:114769479-114780685(-)
48893353,CHR7:140848996-140856699(-),CHR11:616577-626078(-)
48893354,CHR10:85857836-85887737(+),CHR22:32474676-32498829(+)
48893355,CHR10:121423285-121462237(-),CHR12:64404392-64451125(+)
48893356,CHR7:105203567-105207596(+),CHR11:6390440-6394998(+)
48893357,CHR6:3457202-3498319(-),CHR7:93188534-93232285(-)
48893358,CHR5:3593833-3620238(+),CHR7:92560758-92590393(-)
48893359,CHR8:65192709-65302669(-),CHR4:165207561-165323156(+)
48893360,CHR4:45965334-46034761(+),CHR9:97412096-97496125(+)
48893361,CHR4:46038940-46116032(+),CHR9:97501180-97601743(+)
48893362,CHR11:92988854-93492575(+),CHR17:51630313-52160023(-)
48893363,CHR4:59314683-59438633(-),CHR9:112040783-112175297(-)
48893364,CHR4:84802546-85050158(+),CHR9:17134982-17528634(+)
48893365,CHR4:124749032-124755964(-),CHR1:37793847-37801137(+)
48893366,CHR7:97863015-97970415(-),CHR11:76860859-77026797(+)
48893367,CHR13:13764982-13953388(+),CHR1:235661031-235883724(-)
48893368,CHR9:110453857-110483229(-),CHR3:46979666-47009704(+)
48893369,CHR6:113259244-113282532(+),CHR3:9703826-9729908(+)
48893370,CHR11:95152355-95160091(+),CHR17:49838300-49848069(-)
48893371,CHR15:66763337-66795050(+),CHR8:133191039-133231690(+)
48893372,CHR3:32525737-32546380(-),CHR3:179236691-179267050(-)
48893373,CHR7:105053775-105057949(+),CHR11:6234765-6244976(+)
48893374,CHR11:8381652-8614681(-),CHR7:47275154-47582586(-)
48893375,CHR5:118114835-118148263(+),CHR12:117141991-117190470(-)
48893376,CHR3:79363281-79475103(-),CHR4:158769026-158908050(+)
48893377,CHR7:126485343-126522089(-),CHR16:29940885-29973050(+)
48893378,CHR17:29768765-29825868(+),CHR6:37257772-37332970(+)
48893379,CHR10:25867080-25955713(-),CHR6:130365531-130443067(+)
48893380,CHR9:40922056-41069358(-),CHR11:122655722-122814473(+)
48893381,CHR10:41686570-41784432(+),CHR6:108984309-109094846(-)
48893382,CHR17:34138452-34148264(+),CHR6:33299694-33314284(-)
48893383,CHR8:46406643-46428477(-),CHR4:185408434-185449826(+)
48893384,CHR8:45789754-45835328(-),CHR4:186104419-186175337(+)
48893385,CHR2:29980956-29983647(-),CHR9:128720870-128724127(-)
48893386,CHR2:32340469-32346965(+),CHR9:128061233-128068206(-)
48893387,CHR8:106016556-106022733(-),CHR16:67184379-67190185(-)
48893388,CHR8:95565041-95581523(+),CHR16:57447425-57461270(+)
48893389,CHR11:116655851-116666333(-),CHR17:76617407-76643786(-)
48893390,CHR11:116694226-116718953(-),CHR17:76672551-76711004(-)
48893391,CHR12:98594416-98636074(+),CHR14:88384924-88470350(+)
48893392,CHR12:98234894-98242903(+),CHR14:88005135-88014811(+)
48893393,CHR11:71640746-71680473(+),CHR17:6057807-6124427(+)
48893394,CHR4:152561163-152647640(+),CHR1:5862811-5992473(-)
48893395,CHR6:55994482-56009674(+),CHR7:31687215-31708455(+)
48893396,CHR11:67745349-67812979(-),CHR17:9644698-9729687(+)
48893397,CHR5:98477163-98949906(+),CHR4:80321265-80963750(+)
48893398,CHR5:98315241-98335313(+),CHR4:80183879-80204329(+)
48893399,CHR17:78676641-78725581(-),CHR2:36531805-36646087(-)
48893400,CHR1:186947705-187083901(+),CHR1:217426992-217631090(-)
48893401,CHR6:29694221-29718558(+),CHR7:129144707-129169699(+)
48893402,CHR14:20125704-20133240(-),CHR6:39104063-39115193(-)
48893404,CHR7:81431930-81439226(-),CHR15:82988441-83011641(-)
48893405,CHR11:32236965-32237784(+),CHR16:180459-181179(+)
48893406,CHR4:117016830-117039821(-),CHR1:44739818-44767767(+)
48893407,CHR4:129030672-129038386(+),CHR1:32862268-32872484(-)
48893408,CHR3:84349505-84387736(-),CHR4:152911339-152979671(+)
48893409,CHR10:81088769-81098819(+),CHR19:3777970-3802129(-)
48893410,CHR10:81068989-81087957(+),CHR19:3804024-3869038(-)
48893411,CHR1:20847370-20855498(-),CHR6:52236681-52245689(-)
48893412,CHR1:20801129-20804720(+),CHR6:52186375-52190638(+)
48893413,CHR14:65767898-65830524(-),CHR8:28089673-28191156(+)
48893414,CHR7:24596922-24601283(+),CHR19:41877279-41881372(+)
48893415,CHR5:102629257-103045803(+),CHR4:85475150-86002668(+)
48893416,CHR15:65858236-66158491(-),CHR8:132120861-132481095(-)
48893417,CHR17:25096818-25100985(+),CHR16:1790413-1794971(-)
48893418,CHR17:25407371-25453417(+),CHR16:1363205-1414751(-)
48893419,CHR13:60749761-60911005(+),CHR9:87497228-87708634(+)
48893420,CHR3:108498595-108553035(+),CHR1:108970214-109042113(-)
48893421,CHR15:58381897-58536936(+),CHR8:123851987-124120061(+)
48893422,CHR1:74700804-74740991(+),CHR2:218710835-218759724(+)
48893423,CHR12:69737210-69771648(-),CHR14:50237563-50312229(-)
48893424,CHR12:69630536-69728626(-),CHR14:50117130-50231882(-)
48893425,CHR14:69428141-69432107(+),CHR8:23678693-23682938(-)
48893426,CHR10:82465662-82486633(+),CHR12:103965822-103988874(+)
48893427,CHR17:46614146-46638954(-),CHR6:43427366-43451994(+)
48893428,CHR5:148264220-148336714(-),CHR13:29509414-29595688(-)
48893429,CHR2:43638836-44285965(+),CHR2:143091362-143768352(+)
48893430,CHR13:113308164-113317499(-),CHR5:55024256-55034570(+)
48893431,CHR13:113230359-113237515(-),CHR5:55102646-55110252(+)
48893432,CHR10:18463759-18619506(-),CHR6:138161939-138344663(+)
48893433,CHR8:55082316-55180014(-),CHR4:176065841-176182818(+)
48893434,CHRX:68403900-68911643(+),CHRX:148500617-149000663(+)
48893435,CHR3:108055660-108062218(-),CHR1:109539872-109548406(+)
48893436,CHR4:109263820-109301942(+),CHR1:51287258-51345116(-)
48893437,CHR7:114014388-114137173(+),CHR11:14643804-14899321(+)
48893438,CHR7:33808968-33832693(-),CHR19:34481758-34512304(+)
48893439,CHR8:118388138-118400428(-),CHR16:81988855-82011481(-)
48893440,CHR9:72569628-72657134(+),CHR15:55826917-55993660(-)
48893441,CHR3:87644230-87655932(-),CHR1:156920632-156941073(+)
48893442,CHR5:106988058-107074187(-),CHR1:91260766-91408007(-)
48893443,CHR14:45371905-45457008(-),CHR14:52429472-52552547(-)
48893444,CHR5:100946625-100952333(+),CHR4:83455932-83469735(+)
48893445,CHR4:63285362-63321591(-),CHR9:114330504-114398472(-)
48893446,CHR12:102094992-102233350(+),CHR14:92322581-92501481(+)
48893447,CHR12:113149550-113153143(+),CHR14:105526583-105530198(+)
48893448,CHR4:97660971-98007111(+),CHR1:60865259-61462788(+)
48893449,CHR11:4047039-4068729(-),CHR22:30396941-30425303(+)
48893450,CHR11:4014841-4027736(+),CHR22:30447661-30472017(-)
48893451,CHR11:3981462-3998024(+),CHR22:30488902-30505711(-)
48893452,CHR16:16964813-16966721(+),CHR22:21628089-21630064(-)
48893453,CHR14:65504067-65561422(+),CHR8:28348287-28490278(-)
48893454,CHR8:125095788-125161230(-),CHR1:230314490-230426332(-)
48893455,CHR10:13083461-13350156(-),CHR6:143536845-143831185(+)
48893456,CHR10:12884194-12884927(+),CHR6:144094884-144095573(-)
48893457,CHR11:114682043-114686771(-),CHR17:74356416-74363327(-)
48893458,CHR4:98643135-98705774(-),CHR1:62236165-62319434(-)
48893459,CHR6:33226025-33950914(+),CHR7:133253072-134100951(+)
48893460,CHR14:78796789-78970169(-),CHR13:42040036-42256584(+)
48893461,CHR18:31107367-31450181(-),CHR18:42743227-43115691(-)
48893462,CHR3:88624154-88638354(+),CHR1:155897808-155911404(-)
48893463,CHR11:106202167-106205388(-),CHR17:63928738-63932336(-)
48893464,CHR15:54434762-54466242(+),CHR8:119165034-119245673(+)
48893465,CHR15:54274170-54329754(+),CHR8:118952263-119108455(+)
48893466,CHR11:50841633-50844584(-),CHR5:177992235-177996242(-)
48893467,CHR11:80372952-80670851(-),CHR17:32492522-32877177(-)
48893468,CHR9:71385719-71393217(-),CHR15:57706695-57782762(+)
48893469,CHR1:93096447-93158794(+),CHR2:240906330-240993311(+)
48893470,CHR4:140743948-140787861(-),CHR1:16740273-16972964(+)
48893471,CHR10:93797384-93871661(-),CHR12:95217746-95302799(+)
48893472,CHR1:180158050-180252367(+),CHR1:226631690-226739323(-)
48893473,CHR18:67523801-67535819(+),CHR18:12307669-12344320(+)
48893474,CHR18:67476674-67500855(+),CHR18:12254361-12277595(+)
48893475,CHR14:54472942-54491386(-),CHR14:22564907-22589224(-)
48893476,CHR11:114780006-114792772(+),CHR17:74466373-74484798(+)
48893477,CHR11:114887595-114892706(-),CHR17:74534362-74546133(-)
48893478,CHR11:114813605-114825197(-),CHR17:74519000-74531475(-)
48893479,CHR11:114846931-114851333(-),CHR17:74534362-74546133(-)
48893480,CHR4:47091909-47123070(+),CHR9:98807670-98850081(+)
48893481,CHR7:118311775-118336247(+),CHR16:19523811-19553408(+)
48893482,CHR11:4430867-4544863(-),CHR22:29883169-30030868(+)
48893483,CHR11:30721726-30830361(+),CHR2:53864069-53970993(-)
48893484,CHR7:25005531-25015620(+),CHR19:42313309-42325064(+)
48893485,CHR17:84819323-84929566(+),CHR2:43637260-43767987(+)
48893486,CHR11:59839032-59853031(+),CHR17:17476994-17493221(+)
48893487,CHR14:63382599-63417027(-),CHR8:11795573-11839395(+)
48893488,CHR4:107871988-107889534(-),CHR1:53062052-53085501(+)
48893489,CHR2:122179373-122199643(-),CHR15:45167214-45201175(-)
48893490,CHR2:79085770-79163467(+),CHR2:181457202-181538940(+)
48893491,CHR7:30798150-30814715(-),CHR19:35040506-35066573(+)
48893492,CHR1:127418079-127605758(-),CHR2:134455759-134719000(-)
48893493,CHR6:114837589-114946955(-),CHR3:11556067-11771350(-)
48893494,CHR11:119158789-119176284(+),CHR17:80101533-80119881(+)
48893495,CHR12:33197692-33423184(+),CHR7:105604772-105876599(-)
48893496,CHRX:132809175-132833195(+),CHRX:100644195-100675788(+)
48893497,CHR9:121126568-121303984(+),CHR3:42013093-42225890(+)
48893498,CHR16:19959813-20051323(+),CHR3:183697797-183812624(+)
48893499,CHR15:78312764-78323503(+),CHR22:37051739-37063390(+)
48893500,CHR9:32226002-32255640(-),CHR11:128891356-128921163(+)
48893501,CHR15:76215494-76219099(+),CHR8:144082337-144093149(+)
48893502,CHR3:122725142-122778159(-),CHR4:119212587-119295518(+)
48893503,CHR6:29396296-29426954(+),CHR7:128790757-128822132(+)
48893504,CHR7:51646919-51655766(-),CHR11:22813799-22830299(-)
48893505,CHR17:35247581-35265721(-),CHR6:31739677-31762676(+)
48893506,CHR16:31903234-31918545(-),CHR3:196639775-196736007(+)
48893507,CHR17:47997571-47999311(-),CHR6:41787662-41789898(+)
48893508,CHR3:97110978-97205233(-),CHR1:147541501-147626216(+)
48893509,CHR14:62513678-62530428(-),CHR13:50519364-50843939(-)
48893510,CHR8:85786748-85793750(+),CHR19:12688053-12696631(-)
